,FB_onset,RT,Resp,correct,schema_category,slime_color,slime_speed,slime_spiky,stim_onset,subj_ID,trial
0,1543542952.001474,0.5251028537750244,2,0,1,0.5035323743646422,0.361851575782391,0.0,1543542951.476371,1,1
1,1543542959.192104,0.018748998641967773,1,0,0,0.8314795199937725,0.8884060472460913,0.21118432706322798,1543542959.173355,1,2
2,1543542967.03013,0.6705098152160645,1,0,0,0.75,0.2243121829208039,0.3034744704318047,1543542966.35962,1,3
3,1543542974.465873,0.2678229808807373,2,0,1,0.28299624001590284,0.8322167250022312,0.13253070407475964,1543542974.19805,1,4
4,1543542982.08813,0.45439600944519043,1,1,1,0.6264154481984922,0.34668478027346017,0.10006877669964998,1543542981.633734,1,5
5,1543542989.672684,0.41661500930786133,1,1,1,0.5341729009453637,0.05824461734684261,0.0008985412745096122,1543542989.256069,1,6
6,1543542997.295115,0.45388007164001465,2,1,0,0.13603710683346537,0.6744965904041561,1.0,1543542996.841235,1,7
7,1543543004.812473,0.3508491516113281,1,1,1,0.013553663016537376,0.7438166741094637,0.0,1543543004.461624,1,8
8,1543543012.536802,0.5706081390380859,1,1,1,0.15234584927894135,0.3771570938500871,0.2809069135543546,1543543011.966194,1,9
9,1543543020.122183,0.42011117935180664,2,1,0,0.216546628275068,0.14367861867740306,0.9544121702672532,1543543019.702072,1,10
